latitude,longitude,postNumber,totalPrice,usableArea
63.303703,9.845962,7300,4277830,64
59.2328978197187,10.9198019804159,1614,4812568,81
63.4066301578225,10.4263370146179,7033,8317273,136
59.2328978197187,10.9198019804159,1614,5021374,82
60.802097493717,11.0377952373601,2316,4776640,68
59.7907409134304,10.266446374883,3403,0,0
59.4304639813485,5.46290332085189,5570,6443333,208
60.802097493717,11.0377952373601,2316,4922807,72
59.9633,10.8841,0963,8903734,141
62.1994672652882,6.14097486355961,6150,3607252,93
59.9511,11.0592,2004,12779725,132
60.2567444870857,11.2145864516844,2072,3306429,50
60.0233,11.1175,2016,4576319,75
60.2487141435959,11.1982571700171,2072,4250142,78
59.9331,10.7953,0585,8864140,82
63.4704,10.9296,7500,6235668,83
59.9322345195303,10.6772267297312,0377,16526385,118
60.2420264955493,5.04095064175028,5382,3303660,84
59.9463851898247,10.621336893472,1359,8411874,64
59.7580608484036,10.007406248938,3055,5707870,83
59.9167,10.7848,0655,8010190,78
59.8835,10.7835,1177,25486963,131
59.9415997193958,10.6486918235852,0753,8240010,79
59.4944,10.3101,3080,6120327,82
59.557,9.2531,3674,3781132,56
58.485400665504,8.86369169194584,4812,5116786,156
60.7938,10.6897,2815,5320821,68
69.91393,19.479822,9130,3214990,68
58.152285660391,7.93157435347386,4628,6387872,141
59.8677990670334,10.8131917186835,1150,9635256,76
59.933,10.7951,0585,6951740,74
59.9167,10.7846,0655,7940440,67
69.6525327205634,18.9699857329821,9008,6856597,66
59.9657,10.7696,0884,8296899,84
60.2930021928402,5.27661408728874,5254,4971273,79
59.9167,10.7849,0655,9078360,82
60.1469982936131,5.43392805143669,5208,9650000,171
59.933,10.7951,0585,7490689,81
59.7722979989333,5.49681124108502,5411,3477605,71
59.2672284295265,5.19789720764809,4270,3876050,120
58.9258370969955,5.72797156846012,4020,14113842,217
59.9332,10.7953,0585,8064994,82
59.9415997193958,10.6486918235852,0753,11846640,93
59.9655,10.7712,0884,12685295,112
60.7411128336104,10.7680522552323,2820,0,0
59.978,10.6657,0791,14001703,140
62.3496646280154,5.80093566065139,6065,0,0
63.4448366949622,10.446302994664,7041,4880897,69
63.4448366949622,10.446302994664,7041,5913150,78
58.9666,5.7567,4014,0,0
59.5737515154332,10.2671836980771,3070,4658500,100
62.3548372992751,5.82839048983976,6065,6981250,232
63.4392,10.4673,7041,4713864,56
59.4260297791998,5.42842755048421,5570,3562352,107
59.1355,10.2762,3218,8016170,188
58.9090978208117,5.85131986312439,4311,5602506,92
63.29760231169,10.4826080863423,7540,3121191,60
59.8922396757947,10.6188485686736,1364,13417133,103
59.8922396757947,10.6188485686736,1364,14179277,107
59.8922396757947,10.6188485686736,1364,10455432,85
60.5057037642173,5.43272027764792,5281,3630692,88
59.8922396757947,10.6188485686736,1364,9025760,78
58.0405908671514,7.50190457986284,4515,5849154,191
59.9322966103871,10.6772007190381,0377,18127874,127
59.9331,10.7952,0585,8282294,80
60.2930021928402,5.27661408728874,5254,4448853,71
59.8874114651697,10.8467357087792,0690,12501369,121
59.933,10.7951,0585,8502372,87
59.9358,10.8266,0598,6143022,64
67.128689490262,13.957950958387,8135,4695000,92
63.1979,10.2997,7234,4192177,95
63.3525,10.3461,7088,5125912,91
60.1931693871717,11.9680864604071,2208,4600462,113
60.3746,5.1167,5354,6627592,148
59.8922396757947,10.6188485686736,1364,12477764,104
59.7803,7.3331,3895,2114060,0
69.231291229539,17.9966506267716,9300,4131389,81
60.1918,5.4667,5200,5782803,124
59.2079,10.9091,1678,7130246,80
68.7794443700239,16.1577858998358,9475,5944100,122
60.5718,9.1201,3540,4046675,100
63.4467423387115,10.4451560251729,7040,5204088,61
59.94369,10.960758,1470,7945608,100
59.7989828250738,5.18339338897294,5430,2810000,77
59.7987774360563,10.4446170780311,1389,10402605,223
59.402692536706,8.4903173316642,3850,3318529,76
58.7299332833065,5.66859753765892,4345,5745092,155
59.9153003419631,10.5877410475527,1357,14594581,136
58.169106811557,7.98662971215258,4630,0,0
60.4338510086955,9.47963699128769,3539,2997650,75
60.0206599358921,11.2274642081002,1923,5297256,127
59.9469,10.9792,1464,18222175,296
60.5638,4.8595,5337,3996170,116
60.2493565926783,11.6898205771854,2100,5610000,116
59.3825,5.4772,5570,891032,0
59.2123020892035,9.60816010201399,3717,5141924,92
60.3225968081565,5.18571677183651,5177,6863485,157
59.9076,10.6123,1368,8917952,82
67.2665,15.4036,8209,5217598,117
59.95407344874,10.6889361527057,0776,28501286,172
62.6947,6.4265,6294,676530,0
58.4095001115318,8.6389004757914,4821,3091000,70
58.7306,5.633,4344,7541142,166
58.938850326672,5.58792114257812,4056,6428750,175
60.2604728464371,6.0125684262325,5630,0,0
60.7956711133805,11.0723618599333,2317,5541493,86
63.4204033186278,10.4707982987967,7047,0,0
58.5078665740802,8.61317577093812,4820,2961795,82
60.7956711133805,11.0723618599333,2317,4977864,75
60.2901,10.6137,2740,2904476,62
60.1309483273046,11.0214513206438,2034,7165500,177
59.2190797872951,10.4506215590294,3133,8514997,196
59.9819,11.2602,1921,4322798,68
60.503610562561,4.9232486716828,5337,3778750,106
61.1048950281023,10.4749488830566,2613,6630717,111
63.4424,10.4414,7066,9326429,137
59.2124050263378,9.60868790018919,3717,5193076,93
59.1565,9.6429,3740,3785854,85
59.2127,9.6078,3717,5363824,94
59.8577,10.7968,1166,15063842,207
59.0821,9.6777,3940,4392907,97
59.789814141,10.8016644535,1415,5571474,85
63.3663963589702,10.3481715113124,7078,3814209,49
63.7501927824583,11.3010813945793,7605,6056316,88
59.7897979455,10.8021472511,1415,5314379,75
58.845,5.7057,4318,7923670,155
59.6044051498738,5.80801244320291,5580,4011140,123
59.9255040728761,10.4521076188942,1340,8635709,121
63.424957,10.53859,7054,0,0
59.9151,11.188,1900,5590126,88
58.1515048898847,8.07775671493858,4638,5302587,88
58.1166,7.0603,4580,0,0
65.84185,13.196465,8663,5261960,82
59.4289,10.639,1515,6776975,80
68.2303297871281,14.5629787445068,8300,6241731,70
60.3141082000398,5.33364644060081,5221,6047941,82
59.40346705301,5.3075122833252,5532,5880141,167
59.7633,10.2246,3413,0,0
59.7905271340895,5.16017631529508,5430,2705000,77
59.9273343172376,10.7685817655029,0566,9413246,73
63.4393,10.4674,7041,6045584,73
60.4546,11.0487,2090,3407759,86
59.4259448818839,11.3427774159047,1890,3908842,92
62.746386563367,7.23710844613878,6419,5048072,116
58.185,8.0354,4634,4000221,83
60.3138009811304,5.33426685723905,5221,6970424,104
59.9243,10.9466,1473,5248715,66
60.2244275678163,10.3583908081055,3520,3774428,90
60.7742836218867,11.2333219821105,2344,2977000,78
69.6663277442048,18.92426030954,9016,6135173,80
58.156,8.0974,4638,6224420,160
61.937682233318,5.42881825419011,6711,3270920,81
59.1548553561019,9.65251922607422,3912,6522675,93
58.9463889507113,5.58365106582642,4057,5570708,133
63.29345,9.087057,7200,5440320,91
60.4162359877268,5.19288549403154,5302,7070157,136
59.9408205332993,10.9645996137246,1463,0,0
63.29345,9.087057,7200,4391342,76
59.933,10.7898,0585,0,0
62.7340169666965,7.09527696231969,6411,7532619,169
63.437444936562,10.4395269328354,7068,0,0
59.909683,10.580199,1363,13205543,129
67.2749185952097,14.3575807178383,8003,5520450,59
62.2809103955401,5.81220746040344,6080,4348333,131
59.83516,10.440854,1384,6760291,65
58.9826737558422,5.7470748523195,4077,0,0
63.30994,9.87228,7300,6239920,171
59.0011017380716,10.0386061902049,3290,7671640,94
59.4289,10.6392,1515,8510248,85
58.9933959492008,9.86350926412927,3295,3884922,74
59.6712631874417,9.64770923269213,3611,0,0
62.4665240430109,6.33152237771931,6017,8914292,144
61.1146,10.469,2609,5951578,71
59.7176574550806,10.8042275216247,1406,8761842,133
63.3200638501239,10.13977072217,7350,0,0
59.9245,10.9468,1473,6213168,79
59.9339084521825,10.7927549400617,0585,0,0
59.9236534641092,10.5917354023367,1357,0,0
59.2750470106703,5.19095021019384,4275,2772717,65
58.7893272378764,5.60739831071106,4351,7509087,179
60.2565,11.0284,2032,0,0
60.2098330607684,10.9492749454032,2030,5086367,198
58.1353,7.9994,4608,7699756,91
59.0248,6.0546,4100,6598195,165
58.6659930281683,5.63904670611274,4365,3862042,71
58.7354897455175,5.64583917395335,4340,6859418,113
63.393417,10.371775,7027,0,0
63.2780551702341,9.8289486908121,7320,3250872,58
59.0137,6.0465,4100,9035092,239
60.3249081358339,11.2950182820044,2080,5524170,123
58.4325797979382,5.98324885896514,4374,0,0
58.7796847672962,5.72079850472913,4355,5922394,109
68.5815190693601,16.5763092041016,9440,3760097,81
63.421097682854,11.7601034686913,7530,4602720,98
58.8787716634964,5.6732752442376,4050,6587306,142
63.4413,10.4427,7066,5050760,59
59.9273343172376,10.7685817655029,0566,0,0
63.4328352343295,10.452588981186,7045,14749328,265
59.2106,10.9306,1671,5534154,73
59.7618,10.2238,3413,9395071,110
59.9468814980477,10.6892622043518,0775,17014439,183
70.6663,23.6928,9600,298007,10
63.424957,10.53859,7054,4043171,56
64.9203,11.3168,7900,2955342,93
63.4784216715252,10.9410823903827,7506,2657299,42
63.3092,10.491,7540,4967342,116
59.1486978770961,9.67130891700282,3913,5205960,115
59.9237,10.9486,1473,5112967,64
59.9320981345237,9.96800039028582,3360,3279992,133
60.2662941399036,11.1819314810873,2070,5408675,141
60.2510777876553,11.2024558270287,2072,5983657,146
64.3879613758091,11.3986791715185,7822,2656500,50
60.3368,5.3421,5230,7598384,92
60.3477768844124,5.08652243719002,5360,0,0
59.0007022984447,9.74869297795529,3970,7716187,120
63.3096,10.1643,7350,5519427,147
59.93,11.4462,1930,5210980,131
63.2748011274968,10.2441984907151,7227,4165772,78
59.9195,10.9515,1461,6209060,68
58.0749715506977,7.82637338014164,4640,8900872,218
64.7422,12.8455,7892,3423485,71
58.3129859220721,6.95814892482737,4480,3295667,144
63.3591611543635,10.3631826504113,7072,5311470,118
63.3995410007472,10.4357705914773,7033,5372477,70
63.3995410007472,10.4357705914773,7033,4191987,53
61.4537,5.8572,6800,4542263,68
58.463,5.9416,4374,3196759,120
64.463360293818,12.3167894526027,7870,0,0
60.5088216126687,5.23837403771131,5918,5635120,103
63.745274,11.328957,7604,5909920,139
59.8604,10.7998,1167,0,0
60.8202,11.34,2340,4431459,76
63.4036,10.5017,7057,9379592,178
68.1500548196787,13.6368916098008,8370,3702000,82
62.8534,7.1615,6440,6751506,95
60.8275267266508,11.3032824543064,2340,2024170,44
59.1286,10.2086,3213,13286170,250
63.7900003330257,11.4890049538072,7654,0,0
58.156,8.1022,4638,5229170,109
58.88,5.7439,4315,0,0
58.0921524660665,7.79015681867936,4640,6862122,175
59.535593902275,10.0889646432872,3090,3409807,66
59.6336489262294,11.3295895366016,1860,3513842,116
59.6566,9.6313,3616,2251170,46
63.443645,10.453431,7041,5190879,63
59.9847239871015,11.2410736083984,1920,4557280,64
59.9505346269181,10.7421366474363,0854,28205519,246
58.0418228931281,7.14864492416382,4521,3115000,100
60.1729988848806,11.5516340713598,2166,4633670,105
60.4904506655072,4.94287500866566,5337,3537156,125
60.2908,5.3145,5239,7903865,152
59.2958,10.197,3158,4984073,93
62.5572875671086,6.6287038172668,6265,3301335,77
60.6721006938431,10.8149789968233,2850,2557829,54
60.5454735669899,5.29055386310753,5914,4457114,77
59.2704513949637,11.0471762783198,1718,5052618,96
60.3491,5.3508,5072,6326280,84
60.3282,11.2709,2080,5548029,101
60.68881330029,10.6177711486816,2840,2846817,76
62.79482,7.63383,6453,3691460,75
59.9340378364532,11.0733399133194,2008,5298587,99
58.846,5.7504,4326,7258670,160
59.7410781326227,10.1714994859377,3048,5887040,82
58.3043390394859,8.53663483082971,4887,4810509,160
60.2098,10.9465,2030,5069370,172
63.3092,10.491,7540,5892860,142
58.3428,8.5809,4877,8528948,216
58.343,8.5806,4877,6345456,182
58.343,8.5807,4877,4294920,81
59.9291,11.4463,1930,4911154,75
63.293156,9.086102,7200,5231790,117
63.1276752740155,7.72096875073055,6515,5892208,157
62.2753,10.7821,2500,3133205,71
59.1373067069345,10.2754060015735,3218,0,0
59.9511,11.0592,2004,4866608,59
59.7600997191556,9.95490286431349,3053,0,0
59.9364370525386,10.9640443936443,1470,13186370,242
59.9330856788823,10.7909243549178,0585,6989806,62
59.3615455231243,10.2938787720871,3174,6125712,124
59.4237,5.4523,5570,7166760,106
58.8142,5.698,4318,4032612,149
59.2105,10.9306,1671,6641140,93
59.2106,10.9305,1671,8926850,106
59.6604,10.9995,1825,4912907,90
63.7933054149198,11.4806464896922,7650,3272020,69
58.9657,5.7625,4014,6392920,91
59.9098571608487,10.8252548343076,0667,7283347,72
59.4162979951893,5.40451407173669,5563,4159920,89
59.83516,10.440854,1384,7233567,68
63.7655590454463,11.4719488003194,7657,6006342,150
63.4371997521286,10.6271069863952,7560,4655066,67
63.9592357327499,10.2054363339012,7170,0,0
58.7306,5.6329,4340,3920912,85
63.2877,10.3215,7224,9287592,270
59.4207303866169,10.468440511953,3183,12954589,157
63.40549,10.501375,7057,3932683,59
59.4938,10.2512,3089,4976203,127
59.4150066214027,9.06805783510208,3802,3961141,79
63.43135,10.466131,7044,4745954,55
68.212821301322,14.4918204487877,8310,4845000,100
67.2782,14.55,8020,6514451,109
67.2847206287906,14.3773926526238,8006,5461421,47
68.5557321774893,14.9181055338039,8450,0,0
59.0334,6.0318,4103,3944175,84
59.9447809436696,10.8089162981137,0590,10120048,88
58.9546,5.6006,4057,969775,98
58.9546,5.6005,4057,3613152,105
59.0653,5.9122,4120,8525170,186
59.0895843461249,5.76768538374637,4150,5988670,165
62.7713595097242,6.98888591003235,6409,8025000,209
59.5917,10.7275,1542,5785795,108
59.8995,10.5572,1365,20822609,270
58.4778566244418,8.81692886527162,4841,0,0
59.2806,11.142,1734,4541420,102
,,4634,9062500,276
60.802097493717,11.0377952373601,2316,0,0
59.2421,10.4628,3132,5333298,77
60.0764456729751,11.1472606658936,2040,3733000,60
59.5978,10.7661,1540,3186514,46
60.1394,11.1831,2053,4242227,57
59.6625,10.7922,1430,5566866,63
59.3405845305228,10.859383106119,1643,0,0
60.1547595529945,11.1937480939555,2069,0,0
68.5887,16.571032,9440,4770457,121
66.3604713258207,14.3456554412842,8615,4420000,84
62.2807257509602,5.8120733499527,6080,6076667,163
59.5742633607522,10.2650498935355,3077,0,0
60.4143,10.5228,2760,4299462,100
60.0239255988292,11.1183754750724,2016,0,0
60.8908944150164,10.9555792412004,2387,3704875,77
59.2324513639062,10.9862803152941,1618,4813920,104
59.0023,10.0424,3290,9616222,113
59.6052,10.4103,3060,6424077,124
60.5278166963663,4.87363161828958,5337,3501080,104
59.4239,11.3454,1890,3644965,77
60.3320754110833,5.06440538631928,5357,0,0
60.5715984055569,4.95232216435296,5315,929153,29
59.087046536889,9.80811639008372,3947,5754696,80
58.0968,7.8131,4640,6112215,93
60.4156745244534,10.477180480957,2760,3880929,72
62.2670639017549,10.7477140844177,2500,2875417,78
59.6822,10.6621,1445,10135509,222
62.73544,7.1276326,6412,7192645,116
59.8912082365109,10.5254229180834,1337,0,0
59.7231119382002,10.262381575941,3038,8302667,101
59.8273279924008,11.137664436695,1911,0,0
59.834182246733,10.4306314140558,1383,9604667,87
60.9064,10.9665,2386,4701342,110
58.6216652670468,8.91801962425717,4900,2652778,77
62.461566526895,6.2734816513196,6016,0,0
60.3578,5.1148,5353,3387987,46
59.5729095387769,11.1757852609162,1814,4237614,81
63.1262,7.8046,6518,5585099,156
59.7225627770651,10.1485263662141,3032,6946667,126
63.4393,10.4674,7041,6005039,73
,,2833,0,0
63.8683954355379,11.2976641333725,7670,6022342,152
59.8175409399406,10.4470336944145,1386,7726529,116
63.4162106349396,10.8160240132182,7550,0,0
59.9320471942674,11.445259071524,1930,0,0
59.5547,11.3433,1850,4912143,76
59.9597799654004,11.0349410488545,2003,13116370,202
60.3233783468363,11.2951925855977,2080,3861920,71
69.7930165540825,20.9373216336329,9152,3366125,60
60.8992233340759,11.5187689903073,2406,2724630,73
58.1931,8.0858,4656,4392851,74
61.9323774365874,5.08128829222744,6700,4391575,126
61.2169041300628,10.2809283896995,2656,3026025,77
62.4587588042091,6.37490231283029,6011,5334317,86
63.419,10.4281,7052,7828842,115
60.1180911302537,10.3185023532228,3512,3768477,79
60.3384712536175,11.2651495051139,2080,4998750,120
59.9645028791594,11.0653416517359,2007,2348960,21
63.4459020372481,10.8989094537381,7517,5877452,169
63.443375,10.455409,7041,4198031,50
62.4999552359071,6.38176876546824,6057,3710000,81
58.8305822824395,5.72739131645731,4320,4735192,83
59.9473,10.6439,0751,14088594,91
59.9043,10.7592,0194,8969521,56
58.9701819185382,5.75505415990066,4014,0,0
60.7101516914638,11.2063980102539,2335,3147918,65
58.0747587935675,7.82697471898839,4640,7030746,183
60.8074227370142,11.0272505838224,2316,8452642,159
60.1872,10.235,3517,4310150,117
59.0639968008031,10.0387657565924,3269,0,0
59.055543318404,10.1255531094204,3280,3641682,67
59.0605,10.0398,3257,8431132,110
60.3818975319785,5.31940536778207,5058,6046014,69
60.2896024516179,5.31527790652461,5239,7996342,140
60.6281547768548,6.43692453735131,5705,4833256,75
58.7419,5.637,4341,4883060,84
63.3644980179357,10.3553098193053,7078,3953492,55
59.9589206378132,10.8715080501154,0958,0,0
59.9588830402434,10.8714866241655,0958,0,0
60.3613007106071,5.12202286095429,5354,7689302,163
61.4327,5.9425,6819,4121759,91
59.8234,10.8029,1410,10326370,118
67.3149192093247,14.7320252861105,8050,6949702,127
59.7168780854746,10.810424857995,1406,0,0
59.8996,9.9362,3340,4051400,106
59.7647,10.8071,1415,0,0
59.6591,10.9467,1409,6988869,154
59.9377297376563,10.9713225625785,1462,12372202,151
60.930291456132,10.7095352126176,2390,0,0
61.0954015192955,10.4853064303529,2614,6122472,107
61.0885,10.4833,2614,6455805,95
60.1812638341018,12.0380259210894,2209,0,0
60.1813918737646,12.0375962283685,2209,6026842,154
60.7964982546277,11.0457538979331,2315,16013870,238
60.2478,11.6844,2100,4295204,88
68.4419684463118,17.4211142366157,8517,6373768,72
60.7206161868843,10.5893375125652,2833,3411000,86
60.7142031733148,10.8577015320205,2849,5882697,76
66.31,14.2131,8626,5525000,108
65.365379027579,12.191914459413,8920,3497500,82
65.4934465197333,12.2582010104901,8907,3638333,61
66.3378,14.1121,8616,7511989,135
68.7204405698983,15.3925836377881,8416,5990000,149
67.2857,14.3921,8006,5681901,76
68.6991318829756,15.4529121680983,8406,3550000,70
65.4674304093364,12.1986821427532,8904,4520000,70
66.1925791179477,13.02978515625,8700,0,0
69.6663277442048,18.92426030954,9016,5960028,82
59.946,10.6648,0378,19170120,206
59.9505032886536,10.6468235849387,0751,17247203,164
67.2775988139501,14.549512656436,8020,7503752,131
69.683,18.9947,9019,6369413,117
59.9168457196403,10.7973536482669,0661,4347954,50
59.3821,5.4775,5570,2889592,90
59.38222458821,5.31348914895945,5542,3051372,67
59.9266,10.6575,0280,23901369,245
63.6377967891889,11.2738039763166,7622,3314655,71
60.3096,5.3521,5222,9022269,149
60.1987007986736,5.47453014640108,5200,3636170,96
60.3643455843385,5.33994563183686,5073,6350646,90
62.4374525262435,6.35169325828326,6020,4180717,91
65.8432720797292,13.2000303268433,8663,3386524,53
58.8536914120558,5.72173057525948,4316,8271548,185
63.593616276773,11.362522820631,7622,0,0
62.5035,6.0514,6052,6156807,147
59.8031,5.5081,5414,5179920,131
58.0795554496705,7.77668952941895,4641,0,0
58.1461162338951,7.97767255536192,4616,4144954,61
62.4469595170113,6.21414184570313,6030,3175000,64
62.8196161612694,7.24644887868965,6445,3215000,75
62.7572798837422,7.29612496386286,6420,8726842,185
62.468195101396,6.619882298168,6260,6750000,139
62.827873,7.243365,6440,5613290,131
68.7996,16.5484,9405,4621609,68
62.038103444218,5.3462450869312,6740,3741250,106
59.0430327562019,10.0691424122016,3260,7378870,166
59.9589206378132,10.7972431182861,0495,0,0
58.9297,5.8591,4311,6437420,235
63.43135,10.466131,7044,0,0
58.1487,7.9893,4612,4073887,62
59.052672749372,9.70097058627471,3950,0,0
59.9127401861432,10.7699917002224,0651,0,0
59.2454,10.4742,3124,6977728,87
63.3989,10.4358,7033,3813761,48
63.3995410007472,10.4357705914773,7033,4176939,53
63.422363,10.439858,7046,0,0
59.2092,9.6029,3717,2868735,57
63.4314743466758,10.4657745795484,7044,0,0
59.0255,6.0428,4103,3565000,86
59.2952759268324,5.29606845936794,4250,3850523,110
58.1500607337991,8.01335026377432,4630,13133372,201
59.4068,5.3348,5534,6816270,170
59.6095744817878,10.4472016148782,3490,0,0
60.4044856131555,5.17967435003333,5303,4060099,93
61.9088606969223,6.69708768151648,6783,0,0
60.1120114405256,11.4598891864566,2150,4999342,113
58.721039131743,5.66090682099621,4346,5637333,161
63.604355,8.965776,7240,4094995,104
60.0232590990318,11.1180242569284,2016,0,0
63.7841923026372,11.4917850494385,7654,5317892,79
59.6577,9.6635,3610,6254375,99
59.9102,10.7676,0190,7278227,67
59.6371,9.6569,3610,4824198,101
58.1686,7.9874,4630,5408538,78
59.2676,10.3057,3170,5570021,105
60.1882754900747,5.12298196824346,5378,2428625,75
60.1305849898317,11.0193695616423,2034,0,0
60.4183016654029,5.3068806258394,5042,5554688,64
59.9364308645,10.8302376487,0598,5832902,63
59.8278873256144,11.1348056776589,1911,0,0
59.8277830740084,11.1347267130611,1911,0,0
59.9369161535,10.8289993343,0598,5470618,58
60.8953461692632,11.601800294979,2413,4319875,103
63.7894036908523,11.4817351941749,7650,5770603,100
59.7512,10.1298,3027,5838801,74
59.9377303323681,10.9862363305257,1472,0,0
63.4056844301717,10.4995518567964,7059,11924342,227
59.949,10.8682,0951,5575717,57
59.779542625056,10.7408903931633,1420,0,0
59.1519,10.2349,3229,6473250,106
59.374883768007,10.7558306993196,1580,3823189,76
63.3969975538348,10.5449969620869,7057,10628245,200
61.153,10.3761,2625,5995092,145
59.3740967312636,10.7586406115617,1580,5395900,114
59.1355,10.2453,3217,6335712,127
59.87,10.5375,1397,11445119,133
63.4364030136161,10.4561988528811,7044,0,0
61.2285355469822,7.08609589595268,6856,2685000,31
62.5943031192003,9.69120154824277,7340,0,0
59.9488723852847,10.8148388599194,0590,0,0
60.3310265750652,5.06435394287109,5357,5356352,134
59.8604823497989,10.6667286726336,1450,9368558,104
58.6670589144316,5.64236681578803,4365,4174460,107
60.7142031733148,10.8577015320205,2849,6695762,93
60.2750968064445,11.1789994337661,2070,3795967,64
59.6428,11.3113,1860,0,0
63.422752,10.440828,7046,5687727,77
60.6214,6.4293,5700,4851898,66
58.569,5.6851,4362,7796170,179
63.4767,10.9546,7500,3394804,49
59.9238,10.9484,1473,5407723,68
59.4343,5.2694,5516,5168210,117
59.2166,10.3365,3159,6800000,92
69.7087483575967,30.0510963912555,9901,3587588,74
63.7453,11.3265,7604,3286725,74
59.8637980780101,5.74531729410282,5460,5284140,101
59.1909856231383,9.59882910595063,3733,0,0
58.930966773393,5.85064887009169,4310,5452580,80
59.9585930004146,10.8720446227727,0958,0,0
59.9586252271877,10.8721522719741,0958,0,0
59.9813426704983,11.2577297417485,1920,4608367,94
58.9994005637103,5.73246010920887,4085,6828401,148
59.7992,11.4525,1960,5716342,128
63.4361528126075,10.5108144337732,7053,0,0
59.7196958954667,10.8356048966818,1400,8913869,113
58.441,5.9906,4371,6135092,170
63.5507887374055,10.1991726128395,7125,0,0
60.2523076918452,9.93346387682368,3534,2701342,67
60.2914418253907,5.2765534603657,5254,5689659,84
59.0466638816848,9.6921510706443,3960,0,0
58.4351,8.7511,4817,3699929,69
62.4354,6.3613,6020,0,0
59.4097628430917,5.33463402748001,5534,5510000,155
59.0399,10.0679,3260,6974882,94
59.9370737221654,10.7321282752502,0451,20433869,158
59.6234,11.0891,1820,7423819,219
60.4150380197897,5.1931440911788,5302,4538552,69
69.6396938586955,18.9020294293089,9013,0,0
64.8679,11.2509,7900,3087942,58
59.3059012421355,10.1764952525487,3158,6337370,163
59.7905346085,10.8018555379,1415,6256191,81
59.5978,10.7661,1540,4732872,70
60.5230339338079,6.71788110953733,5736,4506085,105
59.4119,6.0778,4235,653330,0
59.7902501111,10.8013755111,1415,6026638,85
58.7052520913849,9.19306309909393,4956,3203670,82
59.0645,7.5681,4748,4258670,198
59.3511,5.2164,4262,2190083,69
60.775,11.1224,2312,6950000,124
60.2604675243139,6.01248264312744,5630,4314792,70
64.8655936979852,11.2438436466045,7900,3975728,60
59.958512433345,10.8718135443733,0958,0,0
62.263287,8.209347,2669,3709905,89
